Scenario,Strat1,Strat2,Strat3,t,DV0,DV,ObsName,QI,QE
,0,0,0,0,87.4922,,EObs,05%,--
,0,0,0,24,26.6918,,EObs,05%,--
,0,0,0,36,13.7464,,EObs,05%,--
,0,0,0,48,11.0033,,EObs,05%,--
,0,0,0,72,8.89448,,EObs,05%,--
,0,0,0,96,9.34584,,EObs,05%,--
,0,0,0,120,10.8986,,EObs,05%,--
,0,0,0,144,20.562,,EObs,05%,--
,0,0,0,0,,81.6714,EObs,05%,2.5%
,0,0,0,24,,21.5028,EObs,05%,2.5%
,0,0,0,36,,11.4356,EObs,05%,2.5%
,0,0,0,48,,6.41591,EObs,05%,2.5%
,0,0,0,72,,4.37766,EObs,05%,2.5%
,0,0,0,96,,5.4838,EObs,05%,2.5%
,0,0,0,120,,7.91879,EObs,05%,2.5%
,0,0,0,144,,9.24922,EObs,05%,2.5%
,0,0,0,0,,85.9153,EObs,05%,50%
,0,0,0,24,,25.958,EObs,05%,50%
,0,0,0,36,,15.2601,EObs,05%,50%
,0,0,0,48,,10.5251,EObs,05%,50%
,0,0,0,72,,8.58136,EObs,05%,50%
,0,0,0,96,,10.2398,EObs,05%,50%
,0,0,0,120,,13.4699,EObs,05%,50%
,0,0,0,144,,19.1562,EObs,05%,50%
,0,0,0,0,,89.4415,EObs,05%,97.5%
,0,0,0,24,,29.8144,EObs,05%,97.5%
,0,0,0,36,,18.8644,EObs,05%,97.5%
,0,0,0,48,,13.9326,EObs,05%,97.5%
,0,0,0,72,,12.4818,EObs,05%,97.5%
,0,0,0,96,,15.2965,EObs,05%,97.5%
,0,0,0,120,,19.1601,EObs,05%,97.5%
,0,0,0,144,,29.7397,EObs,05%,97.5%
,0,0,0,0,96.402,,EObs,50%,--
,0,0,0,24,36.7065,,EObs,50%,--
,0,0,0,36,25.163,,EObs,50%,--
,0,0,0,48,20.5195,,EObs,50%,--
,0,0,0,72,20.521,,EObs,50%,--
,0,0,0,96,25.415,,EObs,50%,--
,0,0,0,120,28.634,,EObs,50%,--
,0,0,0,144,42.995,,EObs,50%,--
,0,0,0,0,,93.2972,EObs,50%,2.5%
,0,0,0,24,,33.8626,EObs,50%,2.5%
,0,0,0,36,,22.8382,EObs,50%,2.5%
,0,0,0,48,,17.9762,EObs,50%,2.5%
,0,0,0,72,,16.6065,EObs,50%,2.5%
,0,0,0,96,,20.0525,EObs,50%,2.5%
,0,0,0,120,,25.4317,EObs,50%,2.5%
,0,0,0,144,,30.5741,EObs,50%,2.5%
,0,0,0,0,,95.9385,EObs,50%,50%
,0,0,0,24,,36.5234,EObs,50%,50%
,0,0,0,36,,25.3721,EObs,50%,50%
,0,0,0,48,,20.4963,EObs,50%,50%
,0,0,0,72,,19.6476,EObs,50%,50%
,0,0,0,96,,24.0674,EObs,50%,50%
,0,0,0,120,,31.0903,EObs,50%,50%
,0,0,0,144,,39.9303,EObs,50%,50%
,0,0,0,0,,98.2676,EObs,50%,97.5%
,0,0,0,24,,38.9774,EObs,50%,97.5%
,0,0,0,36,,28.0249,EObs,50%,97.5%
,0,0,0,48,,23.0314,EObs,50%,97.5%
,0,0,0,72,,22.9896,EObs,50%,97.5%
,0,0,0,96,,28.5476,EObs,50%,97.5%
,0,0,0,120,,36.2631,EObs,50%,97.5%
,0,0,0,144,,51.0992,EObs,50%,97.5%
,0,0,0,0,106.082,,EObs,95%,--
,0,0,0,24,47.6053,,EObs,95%,--
,0,0,0,36,39.4686,,EObs,95%,--
,0,0,0,48,35.2772,,EObs,95%,--
,0,0,0,72,42.6506,,EObs,95%,--
,0,0,0,96,54.2128,,EObs,95%,--
,0,0,0,120,70.5716,,EObs,95%,--
,0,0,0,144,75.991,,EObs,95%,--
,0,0,0,0,,102.329,EObs,95%,2.5%
,0,0,0,24,,43.8029,EObs,95%,2.5%
,0,0,0,36,,32.0046,EObs,95%,2.5%
,0,0,0,48,,27.6306,EObs,95%,2.5%
,0,0,0,72,,28.9266,EObs,95%,2.5%
,0,0,0,96,,36.7434,EObs,95%,2.5%
,0,0,0,120,,47.085,EObs,95%,2.5%
,0,0,0,144,,52.6125,EObs,95%,2.5%
,0,0,0,0,,106.36,EObs,95%,50%
,0,0,0,24,,48.0694,EObs,95%,50%
,0,0,0,36,,36.5933,EObs,95%,50%
,0,0,0,48,,32.1597,EObs,95%,50%
,0,0,0,72,,35.4991,EObs,95%,50%
,0,0,0,96,,45.6559,EObs,95%,50%
,0,0,0,120,,58.9314,EObs,95%,50%
,0,0,0,144,,69.2593,EObs,95%,50%
,0,0,0,0,,110.929,EObs,95%,97.5%
,0,0,0,24,,53.3808,EObs,95%,97.5%
,0,0,0,36,,42.1691,EObs,95%,97.5%
,0,0,0,48,,38.3737,EObs,95%,97.5%
,0,0,0,72,,45.609,EObs,95%,97.5%
,0,0,0,96,,59.5779,EObs,95%,97.5%
,0,0,0,120,,73.6685,EObs,95%,97.5%
,0,0,0,144,,91.3637,EObs,95%,97.5%
,0,0,0,0.5,0.4558,,CObs,05%,--
,0,0,0,1,0.062565,,CObs,05%,--
,0,0,0,1.5,0.061036,,CObs,05%,--
,0,0,0,2,3.6674,,CObs,05%,--
,0,0,0,3,5.213,,CObs,05%,--
,0,0,0,6,8.5575,,CObs,05%,--
,0,0,0,9,8.94,,CObs,05%,--
,0,0,0,12,9.4978,,CObs,05%,--
,0,0,0,24,6.7757,,CObs,05%,--
,0,0,0,36,4.51009,,CObs,05%,--
,0,0,0,48,3.61071,,CObs,05%,--
,0,0,0,72,1.9326,,CObs,05%,--
,0,0,0,96,1.11742,,CObs,05%,--
,0,0,0,120,0.59172,,CObs,05%,--
,0,0,0,0.5,,-2.00035,CObs,05%,2.5%
,0,0,0,1,,-2.2226,CObs,05%,2.5%
,0,0,0,1.5,,-1.37547,CObs,05%,2.5%
,0,0,0,2,,-1.49192,CObs,05%,2.5%
,0,0,0,3,,-1.50466,CObs,05%,2.5%
,0,0,0,6,,1.31776,CObs,05%,2.5%
,0,0,0,9,,4.01922,CObs,05%,2.5%
,0,0,0,12,,4.14293,CObs,05%,2.5%
,0,0,0,24,,3.75599,CObs,05%,2.5%
,0,0,0,36,,2.60874,CObs,05%,2.5%
,0,0,0,48,,1.59782,CObs,05%,2.5%
,0,0,0,72,,0.0464232,CObs,05%,2.5%
,0,0,0,96,,-0.830761,CObs,05%,2.5%
,0,0,0,120,,-1.42943,CObs,05%,2.5%
,0,0,0,0.5,,-0.392008,CObs,05%,50%
,0,0,0,1,,-0.396924,CObs,05%,50%
,0,0,0,1.5,,1.68232,CObs,05%,50%
,0,0,0,2,,1.64954,CObs,05%,50%
,0,0,0,3,,2.06474,CObs,05%,50%
,0,0,0,6,,6.00918,CObs,05%,50%
,0,0,0,9,,7.29448,CObs,05%,50%
,0,0,0,12,,7.37209,CObs,05%,50%
,0,0,0,24,,5.33197,CObs,05%,50%
,0,0,0,36,,3.99697,CObs,05%,50%
,0,0,0,48,,2.79547,CObs,05%,50%
,0,0,0,72,,1.20474,CObs,05%,50%
,0,0,0,96,,0.215531,CObs,05%,50%
,0,0,0,120,,-0.430831,CObs,05%,50%
,0,0,0,0.5,,1.5449,CObs,05%,97.5%
,0,0,0,1,,2.09441,CObs,05%,97.5%
,0,0,0,1.5,,6.69887,CObs,05%,97.5%
,0,0,0,2,,6.50235,CObs,05%,97.5%
,0,0,0,3,,5.7208,CObs,05%,97.5%
,0,0,0,6,,8.72389,CObs,05%,97.5%
,0,0,0,9,,9.8109,CObs,05%,97.5%
,0,0,0,12,,9.8588,CObs,05%,97.5%
,0,0,0,24,,6.60664,CObs,05%,97.5%
,0,0,0,36,,5.1715,CObs,05%,97.5%
,0,0,0,48,,3.87618,CObs,05%,97.5%
,0,0,0,72,,2.16293,CObs,05%,97.5%
,0,0,0,96,,1.07084,CObs,05%,97.5%
,0,0,0,120,,0.42595,CObs,05%,97.5%
,0,0,0,0.5,0.478425,,CObs,50%,--
,0,0,0,1,0.49831,,CObs,50%,--
,0,0,0,1.5,1.90362,,CObs,50%,--
,0,0,0,2,5.30565,,CObs,50%,--
,0,0,0,3,8.19395,,CObs,50%,--
,0,0,0,6,10.672,,CObs,50%,--
,0,0,0,9,11.0515,,CObs,50%,--
,0,0,0,12,10.7745,,CObs,50%,--
,0,0,0,24,9.25535,,CObs,50%,--
,0,0,0,36,7.4216,,CObs,50%,--
,0,0,0,48,6.26685,,CObs,50%,--
,0,0,0,72,4.55925,,CObs,50%,--
,0,0,0,96,3.2742,,CObs,50%,--
,0,0,0,120,2.0088,,CObs,50%,--
,0,0,0,0.5,,-1.24935,CObs,50%,2.5%
,0,0,0,1,,-0.440048,CObs,50%,2.5%
,0,0,0,1.5,,-0.150493,CObs,50%,2.5%
,0,0,0,2,,1.61982,CObs,50%,2.5%
,0,0,0,3,,5.59044,CObs,50%,2.5%
,0,0,0,6,,8.85689,CObs,50%,2.5%
,0,0,0,9,,9.07872,CObs,50%,2.5%
,0,0,0,12,,8.73862,CObs,50%,2.5%
,0,0,0,24,,8.08575,CObs,50%,2.5%
,0,0,0,36,,6.46955,CObs,50%,2.5%
,0,0,0,48,,5.25055,CObs,50%,2.5%
,0,0,0,72,,3.35001,CObs,50%,2.5%
,0,0,0,96,,2.14702,CObs,50%,2.5%
,0,0,0,120,,1.2514,CObs,50%,2.5%
,0,0,0,0.5,,0.260394,CObs,50%,50%
,0,0,0,1,,1.4078,CObs,50%,50%
,0,0,0,1.5,,3.67544,CObs,50%,50%
,0,0,0,2,,5.47992,CObs,50%,50%
,0,0,0,3,,8.03993,CObs,50%,50%
,0,0,0,6,,10.7647,CObs,50%,50%
,0,0,0,9,,11.0482,CObs,50%,50%
,0,0,0,12,,10.7567,CObs,50%,50%
,0,0,0,24,,9.04154,CObs,50%,50%
,0,0,0,36,,7.35659,CObs,50%,50%
,0,0,0,48,,6.04374,CObs,50%,50%
,0,0,0,72,,4.05138,CObs,50%,50%
,0,0,0,96,,2.77246,CObs,50%,50%
,0,0,0,120,,1.92608,CObs,50%,50%
,0,0,0,0.5,,2.40104,CObs,50%,97.5%
,0,0,0,1,,4.83791,CObs,50%,97.5%
,0,0,0,1.5,,8.70506,CObs,50%,97.5%
,0,0,0,2,,9.84842,CObs,50%,97.5%
,0,0,0,3,,10.8235,CObs,50%,97.5%
,0,0,0,6,,12.7985,CObs,50%,97.5%
,0,0,0,9,,13.0589,CObs,50%,97.5%
,0,0,0,12,,12.8534,CObs,50%,97.5%
,0,0,0,24,,9.93675,CObs,50%,97.5%
,0,0,0,36,,8.25262,CObs,50%,97.5%
,0,0,0,48,,6.8522,CObs,50%,97.5%
,0,0,0,72,,4.78077,CObs,50%,97.5%
,0,0,0,96,,3.49377,CObs,50%,97.5%
,0,0,0,120,,2.56466,CObs,50%,97.5%
,0,0,0,0.5,0.50105,,CObs,95%,--
,0,0,0,1,3.9209,,CObs,95%,--
,0,0,0,1.5,3.7462,,CObs,95%,--
,0,0,0,2,11.78,,CObs,95%,--
,0,0,0,3,12.109,,CObs,95%,--
,0,0,0,6,14.501,,CObs,95%,--
,0,0,0,9,13.227,,CObs,95%,--
,0,0,0,12,13.235,,CObs,95%,--
,0,0,0,24,11.7226,,CObs,95%,--
,0,0,0,36,10.4091,,CObs,95%,--
,0,0,0,48,8.38728,,CObs,95%,--
,0,0,0,72,6.02524,,CObs,95%,--
,0,0,0,96,5.54534,,CObs,95%,--
,0,0,0,120,3.5622,,CObs,95%,--
,0,0,0,0.5,,-0.865439,CObs,95%,2.5%
,0,0,0,1,,0.667784,CObs,95%,2.5%
,0,0,0,1.5,,0.169431,CObs,95%,2.5%
,0,0,0,2,,4.35228,CObs,95%,2.5%
,0,0,0,3,,10.402,CObs,95%,2.5%
,0,0,0,6,,12.6026,CObs,95%,2.5%
,0,0,0,9,,12.5046,CObs,95%,2.5%
,0,0,0,12,,11.7021,CObs,95%,2.5%
,0,0,0,24,,11.5181,CObs,95%,2.5%
,0,0,0,36,,9.69361,CObs,95%,2.5%
,0,0,0,48,,8.29553,CObs,95%,2.5%
,0,0,0,72,,6.12625,CObs,95%,2.5%
,0,0,0,96,,4.66815,CObs,95%,2.5%
,0,0,0,120,,3.62866,CObs,95%,2.5%
,0,0,0,0.5,,0.838088,CObs,95%,50%
,0,0,0,1,,4.23385,CObs,95%,50%
,0,0,0,1.5,,5.23545,CObs,95%,50%
,0,0,0,2,,9.34552,CObs,95%,50%
,0,0,0,3,,14.0661,CObs,95%,50%
,0,0,0,6,,15.8751,CObs,95%,50%
,0,0,0,9,,15.4331,CObs,95%,50%
,0,0,0,12,,14.6921,CObs,95%,50%
,0,0,0,24,,13.3561,CObs,95%,50%
,0,0,0,36,,11.336,CObs,95%,50%
,0,0,0,48,,9.78772,CObs,95%,50%
,0,0,0,72,,7.48029,CObs,95%,50%
,0,0,0,96,,5.94935,CObs,95%,50%
,0,0,0,120,,4.78142,CObs,95%,50%
,0,0,0,0.5,,4.1294,CObs,95%,97.5%
,0,0,0,1,,10.2205,CObs,95%,97.5%
,0,0,0,1.5,,12.439,CObs,95%,97.5%
,0,0,0,2,,15.7263,CObs,95%,97.5%
,0,0,0,3,,19.3463,CObs,95%,97.5%
,0,0,0,6,,20.2686,CObs,95%,97.5%
,0,0,0,9,,19.7851,CObs,95%,97.5%
,0,0,0,12,,18.7017,CObs,95%,97.5%
,0,0,0,24,,15.525,CObs,95%,97.5%
,0,0,0,36,,13.4,CObs,95%,97.5%
,0,0,0,48,,11.828,CObs,95%,97.5%
,0,0,0,72,,9.23657,CObs,95%,97.5%
,0,0,0,96,,7.5486,CObs,95%,97.5%
,0,0,0,120,,6.30313,CObs,95%,97.5%
